id,organization_id,accessibility,admin_emails,alternate_name,description,email,languages,latitude,longitude,name,transportation,virtual,website
982,533,,,,"No description",,,47.6529913,-122.6963369,"DSHS - Division of Vocational Rehabilitation","From Silverdale Way NW turn west onto NW Bucklin Hill Rd.  At the stoplight turn right onto NW Randall Way.  Located by Sound Publishing Building.",FALSE,
983,534,,,,"No description",,,47.2250535,-123.1262147,"DSHS - Developmental Disabilities Administration - Mason","The office is located behind McDonald's in the Olympic Gateway Shopping Center.",FALSE,
984,535,,,,"No description",,,47.2250535,-123.1262147,"DSHS - Community Services Offices - Mason","The office is located behind McDonald's in the Olympic Gateway Shopping Center. 
",FALSE,
985,536,,,,"No description",,,46.9719581,-123.8218225,"DSHS - Developmental Disabilities Administration - Grays Harbor","The office is the Elliot Building building just after Quizno's and before Aberdeen Inn.",FALSE,
986,537,,,,"No description",,,46.9719581,-123.8218225,"DSHS - Community Services Office - Grays Harbor","The office is the red brick building just before the Red Lion Inn.",FALSE,
987,538,,,,"No description",,,46.3707216,-124.053369,"DSHS - Community Services Offices - Long Beach","Located at the intersection of Pacific Ave N (Highway 103) and 18th St S.",FALSE,
988,538,,,,"No description",,,46.664895,-123.7944013,"DSHS - Community Services Offices - South Bend","Located on E Robert Bush Dr (Highway 101).",FALSE,
989,539,,,,"No description",welcome@pflc.org,,47.7335484,-122.6440872,"First Lutheran Church","Follow Highway 305 and turn toward the marina at Hostmark.  Turn right on 4th Ave.",FALSE,
990,540,,,,"No description",,,47.7386209,-122.6269589,"Seventh Day Adventists Church","Located on the corner of NE Lincoln Rd and Caldart Ave NE.",FALSE,
991,540,,,,"No description",,,47.577681,-122.633579,"Bremerton Sons of Norway","Located in the Sons of Norway building across from Olympic College by the base of the Warren Ave Bridge.",FALSE,
992,540,,,,"No description",,,47.7984994,-122.4980321,"Kingston Community Center","Located under the library near the Kingston-Edmonds Ferry at the intersection of NE West Kingston Rd and Highway 104.",FALSE,
993,540,,,,"No description",sharenetdirector@centurytel.net,,47.7983025,-122.5089141,"Bayside Community Church","From Highway 104 turn right onto NE West Kingston Rd.  Turn right onto Barber Cut Off Rd.",FALSE,
994,540,,,,"No description",,,47.0046765,-123.4016395,"Elma Senior Center",,FALSE,
995,540,,,,"No description",,,47.7357493,-122.6277753,"St Olaf's Church - Parish Hall","Located across the streets from the NKHS Tennis Courts in the Parish Hall.",FALSE,
996,540,,,,"No description",,,47.5822754,-122.6296377,"Sheridan Park Center","From Warren Ave bridge take the Clare Ave exit (1st exit) and follow to the intersection with Lebo Blvd.  Building located on the right.
From north of Warren Ave Bridge, turn right on Sheridan.  Turn left on Elm St, then left on Lebo Blvd.  Follow Lebo Bl",FALSE,
997,540,,,,"No description",,,46.676082,-123.7374092,"Pacific County Senior Center",,FALSE,
998,540,,,,"No description",,,47.2150945,-123.1007066,"Faith Lutheran Church",,FALSE,
999,540,,,,"No description",,,47.734186,-122.640054,"Gateway Fellowship","Located on the corner of 8th Ave NE and NE Hostmark St.",FALSE,
1000,540,,,,"No description",,,48.079402,-123.100481,"Sequim VFW Hall",,FALSE,
1001,540,,,,"No description",,,47.4514588,-122.826946,"Hawkins Middle School - East Addition","Located on State Route 3 north of Allyn.",FALSE,
1002,540,,,,"No description",,,46.4920769,-124.04876,"Pacific County Fire District #1","Call for more information.",FALSE,
1003,540,,,,"No description",,,46.8903425,-124.1042336,"Westport Senior Center",,FALSE,
1004,540,,,,"No description",,,47.5899604,-122.6295299,"Bremerton Boys and Girls Club Teen Center - Old East High School Gym","Located off Wheaton Way (Highway 303) by the old Bremerton Junior High School between Sheridan Rd and Sylvan Way.",FALSE,
1005,540,,,,"No description",,,47.5815509,-122.6136449,"Mountain View Middle School","Located on the corner of Perry ave and Holman St.",FALSE,
1006,540,,,,"No description",,,48.111668,-123.443814,"Queen of Angeles - Parish Hall","From S Lincoln (Highway 101) turn onto 11th St.",FALSE,
1007,540,,,,"No description",,,48.093803,-123.103018,"Hardy's Market",,FALSE,
1008,540,,,,"No description",,,48.0106006,-122.7687353,"Joy Luck Restauraunt",,FALSE,
1009,540,,,,"No description",,,46.986437,-123.879278,"Immanuel Baptist Church",,FALSE,
1010,540,,,,"No description",,,46.9755515,-123.8426851,"Grays Harbor County Government - Pearsall Building",,FALSE,
1011,540,,,,"No description",welcome@pflc.org,,47.7335484,-122.6440872,"Poulsbo First Lutheran Church","Follow Highway 305 and turn toward the marina at Hostmark.  Turn right on 4th Ave.",FALSE,
1012,540,,,,"No description",,,47.5667764,-122.675112,"The Pearl on Oyster Bay","Located at the Pearl Senior Affordable Housing at Bay Vista.  From Highway 3 take the Kitsap Way exit east.  Turn right at Oyster Bay Ave, then right onto Russell Rd.",FALSE,
1013,540,,,,"No description",,,47.566195,-122.641021,"Kiwanis Park","Located in Kiwanis Park between 4th and 5th Streets off High Ave.",FALSE,
1014,540,,,,"No description",,,46.685411,-123.736067,"Raymond Senior Center",,FALSE,
1015,540,,,,"No description",,,48.0797144,-123.0860791,"Trinity United Methodist Church","Located near Carrie Blake Park in Sequim.",FALSE,
1016,540,,,,"No description",faith@silverlink.net,,47.635729,-122.7329999,"Faith Fellowship Church",,FALSE,
1017,540,,,,"No description",,,47.5680086,-122.6302166,"Opal Robertson Teen Center","Located on the corner of Park Ave and 7th Street.",FALSE,
1018,540,,,,"No description",peninsulas211@gmail.com,,,,"Peninsulas 2-1-1 Emergent Needs",,FALSE,
1019,540,,,,"No description",,,47.5395454,-122.6344671,"Spirit of Truth Fellowship","From Bay St go south on Sidney Ave 2 blocks and turn left onto Dekalb St.",FALSE,
1020,540,,,,"No description",toysfortotskitsap@yahoo.com,,47.6334123,-122.6640916,"Kitsap Presidents Hall","Located in the smaller blue roofed building on the hill behind the big blue building on Fairgrounds Rd.",FALSE,
1021,540,,,,"No description",director@bremertonfoodline.net,,47.5722114,-122.6402101,"Bremerton Foodline","One block south of the Bremerton High School on the corner of 12th and Sidney Ave.",FALSE,
1022,540,,,,"No description",,,47.7335484,-122.6440872,"First Lutheran Church","From Front St (the Marina) or NE Hostmark St turn north on 4th Ave.  Church is located on the right side of the street.",FALSE,
1023,540,,,,"No description",,,47.211836,-123.100779,"40 et 8","Located on W Cota St near S 1st St.",FALSE,
1024,540,,,,"No description",,,47.216766,-123.106424,"Lewis-Mason-Thurston Area Agency on Aging","Located across from the library.",FALSE,
1025,540,,,,"No description",,,47.567116,-122.624095,"Bremerton Eagles","Located on the corner of 6th and Washington.",FALSE,
1026,540,,,,"No description",,,48.1154349,-122.7722662,"Red Cross Emergency Shelter","Food Bank at entrance of Mountain View Commons (formerly Mountain View Elementary School) on Blaine St.",FALSE,
1027,540,,,,"No description",,,47.7356369,-122.645846,"Poulsbo City Hall","Located in the Poulsbo City Hall.  From Front St turn onto Jensen Way.  Turn right onto Moe St.",FALSE,
1028,540,,,,"No description",,,47.5183119,-122.6304134,"Kitsap Transfer Station - Safeway Port Orchard","Located in the transfer station near the intersection of Bethel and SE Lund Avenues.",FALSE,
1029,540,,,,"No description",,,47.6564168,-122.6908066,"Kitsap Mall","Located in Silverdale along Silverdale Way NW and Kitsap Mall Blvd.",FALSE,
1030,540,,,,"No description",,,48.0333914,-122.7641149,"Tri-Area Christmas for Children","No physical location.",FALSE,
1031,540,,,,"No description",,,47.438901,-122.831195,"Belfair Elementary Gym","Located on State Route 3 near the Mary E Theler Community Center.",FALSE,
1032,540,,,,"No description",,,47.5417483,-122.6372031,"Moon Dogs II",,FALSE,
1033,540,,,,"No description",,,48.13094,-123.11986,"Dungeness Community Church","Located approximately five miles north of downtown Sequim at the intersection of Sequim Dungeness Way and Eberle Lane. From Highway 101, take the Sequim Avenue exit North, and go directly through downtown, staying on Sequim Avenue, which turns into Sequim",FALSE,
1034,540,,,,"No description",info@serenityhouseclallam.org,,48.115465,-123.425713,"Serenity House Hygiene Center","Located on E 1st St.",FALSE,
1035,540,,,,"No description",,,47.5554271,-122.5450941,"Kiwanis Club - Manchester Family Inn","Located in the Manchester Family Inn on the corner of E Main St and Colchester Dr E.",FALSE,
1036,540,,,,"No description",,,47.0045196,-123.4013747,"Elma Food Bank","From Olympic Highway 12 take the Elma exit.  Turn right onto S 3rd St, then right on W Main St.  Located adjacent to the senior center, across from the Timberland Library.",FALSE,
1037,540,,,,"No description",,,46.963416,-123.800349,"South Aberdeen Baptist Church","From the South Shore Mall travel north on State Route 105.  Turn right on Fordney St.",FALSE,
1038,540,,,,"No description",,,46.9545314,-123.8111259,"Alder Grove Church of God","From South Boone St (Highway 105) turn onto Coolidge Rd.",FALSE,
1039,540,,,,"No description",,,46.98072,-123.888216,"Kaleo Iglesia de Hoquiam","From Lincoln St (Highway 101) turn onto Emerson Ave (State Route 109).  Turn onto 4th St.",FALSE,
1040,540,,,,"No description",,,46.9771703,-123.837017,"Harbor City Church","From Sumner Ave or Simpson Ave (Highway 101) turn north onto N Scammel St.",FALSE,
1041,540,,,,"No description",,,46.960824,-123.8066628,"South Shore Mall","Located in the South Shore Mall off Highway 105 in Aberdeen.  Enter the building through the east side middle doors and turn right.  Located opposite the food court.",FALSE,
1042,540,,,,"No description",,,46.982843,-123.597968,"Montesano Church of God","From Highway 12 take the Montesano exit.  Turn right onto Main St.  Turn right onto Spruce St E.  Located kitty-corner to the Montesano High School.",FALSE,
1043,540,,,,"No description",,,47.638634,-122.534544,"Bainbridge Island Sportsmans Club",,FALSE,
1044,541,,,,"No description",,,46.979304,-123.811821,"NeighborWorks of Grays Harbor County","Take Highway 12 (Wishkah St) and follow right from the Wishkah Bridge.  Next turn right at the light on Market Street.  Neighborworks sits between D and C Streets.",FALSE,
1045,542,,,,"No description",,,47.5674416,-122.6309592,"Kitsap Rescue Mission","Located on 6th Street between the Salvation Army and 7-Eleven.",FALSE,
1046,542,,,,"No description",,,47.5665071,-122.6331986,"Kitsap Rescue Mission - 5th St","Located on the corner of 5th and Warren Ave.",FALSE,
1047,542,,,,"No description",,,47.5722114,-122.6402101,"Kitsap Rescue Mission - Bremerton Foodline","One block south of the Bremerton High School on the corner of 12th and Sidney Ave.",FALSE,
1048,542,,,,"No description",,,47.5994383,-122.6281894,"Kitsap Rescue Mission - Wheaton Way Veterinary Hospital","From Wheaton Way turn onto Ivy at Husky Auto Repair.  Meal is served at the Wheaton Way Veterinary Hospital.",FALSE,
1049,542,,,,"No description",,,47.5228935,-122.6294953,"Kitsap Rescue Mission - Christian Life Center","From Highway 16 take the Tremont exit.  Follow Tremont then take a right onto SE Lund Ave.  Turn Left on Bethel Ave, then right on Mitchell Rd or SE Lincoln Ave.",FALSE,
1050,543,,,,"No description",,,47.4568123,-123.2155407,"Mason County Government - Hoodsport Drop Box Station",,FALSE,
1051,543,,,,"No description",,,47.341067,-123.093395,"Mason County Government - Union Drop Box Station",,FALSE,
1052,543,,,,"No description",,,47.216299,-123.106145,"Mason County Government - Juvenile Division","Located on the corner of W Alder and N 6th Streets.",FALSE,
1053,543,,,,"No description",,,47.4687199,-122.860162,"Mason County Government - Belfair Drop Box Station","From Highway 3 take NE Old Belfair Highway and turn left on NE Old Clifton Rd (Highway 300).  Turn right onto NE Sandhill Rd.  Follow to Transfer Station.",FALSE,
1054,543,,,,"No description",,,47.216827,-123.103368,"Mason County Government - Prosecutor's Office","Located on the corner of W Alder and N 5th Streets.",FALSE,
1055,543,,,,"No description",,,47.2159378,-123.1037479,"Mason County Government - Courthouse","Located on the corner of W Alder and N 4th St.",FALSE,
1056,543,,,,"No description",,,47.215867,-123.1048577,"Mason County Government","Located on the corner of N 5th and Pine St.",FALSE,
1057,543,,,,"No description",,,47.25229,-123.1881179,"Mason County Government - Mason County Solid Waste Facility","From Highway 101 turn onto W Dayton Airport Rd (Highway 102).  Turn right onto W Eells Hill Rd.",FALSE,
1058,543,,,,"No description",,,47.2572263,-123.150032,"Mason County Government - Public Works","Located at the corner of US 101 and State Road 102 /W. Dayton Airport Road (past the fairgrounds and airport if you're driving North on 101).",FALSE,
1059,544,,,,"No description",,,46.9770565,-123.7499997,"Grays Harbor County Government - LeMays Central Transfer Station","2 ½ miles East of Aberdeen on Highway 12.",FALSE,
1060,544,,,,"No description",,,46.8588805,-124.0984083,"Grays Harbor County Government - Ocosta Transfer Station","Located along Highway 105 north of Grayland and south of Westport.",FALSE,
1061,544,,,,"No description",,,47.009237,-123.365608,"Grays Harbor County Government - Elma Transfer Station","From W Simpson Svr (Highway 8) turn onto S Union Rd.",FALSE,
1062,544,,,,"No description",,,47.0034291,-123.4087692,"Grays Harbor County Government - County Fair and Events Center","Located along Elma McCleary Rd and Fairgrounds Rd in Elma, WA.",FALSE,
1063,544,,,,"No description",,,46.9755515,-123.8426851,"Grays Harbor County Government - Pearsall Building",,FALSE,
1064,544,,,,"No description",,,46.9775149,-123.7771471,"Grays Harbor County Government - Juvenile Court","Located on the Chehalis River in Junction City (right before you go up the bluff to Aberdeen).",FALSE,
1065,544,,,,"No description",,,46.9818377,-123.6019747,"Grays Harbor County Government - Courthouse","Located at Courthouse on Broadway off Main St.",FALSE,
1066,544,,,,"No description",,,46.981869,-123.6021151,"Grays Harbor County Government","Located next to the Grays Harbor District Court on Broadway off Main St.",FALSE,
1067,544,,,,"No description",,,47.0546473,-124.1148079,"Grays Harbor County Government - Hogan's Corner Transfer Station","Located along Highway 109 in Ocean Shores.",FALSE,
1068,545,,,,"No description",,,46.356066,-124.031866,"Pacific County Government","Located at the Pacific County Courthouse on Memorial Dr off Robert Bush Dr.",FALSE,
1069,545,,,,"No description",,,46.6623668,-123.8104661,"Pacific County Government - Courthouse","Located at the Pacific County Courthouse on Memorial Dr off Robert Bush Dr.",FALSE,
1070,545,,,,"No description",,,46.6668291,-123.8134909,"Pacific County Government - Courthouse Annex","Located at the Pacific County Courthouse on Memorial Dr off Robert Bush Dr.",FALSE,
1071,545,,,,"No description",,,46.3523732,-124.050276,"Pacific County Government - Services Building",,FALSE,
1072,546,,,,"No description",customerservice@ghpud.org,,46.9763784,-123.8512715,"Grays Harbor PUD","Located on Sumner Ave between Oak and Myrtle streets.",FALSE,
1073,547,,,,"No description",web@masonpud3.org,,47.247724,-123.072058,"Mason County PUD 3","From Highway 3 take the Johns Prairie Rd Exit.  Travel up the hill.  Located just past the railroad tracks.",FALSE,
1074,548,,,,"No description",custserv@pacificpud.org,,46.3719679,-124.0266513,"Pacific County PUD - South County","Located on the corner of Sandridge Rd and 95th St.",FALSE,
1075,548,,,,"No description",custserv@pacificpud.org,,46.686924,-123.7318758,"Pacific County PUD","Located on the corner of 4th and Duryea streets.",FALSE,
1076,549,,,,"No description",sara@centervalleyanimalrescue.org,,47.8637473,-122.8480503,"Center Valley Animal Rescue","From Quilcene Highway 101 take Center Rd north 3 miles near the crossroad of Nicklebush Lane.",FALSE,
1077,550,,,,"No description",galilean@coastaccess.com,,47.01513,-124.165333,"Ocean Shores Food Bank - Anchor Ave Thrift Store","Located on Anchor Ave NW, just off Ocean Shores Blvd NW.",FALSE,
1078,550,,,,"No description",galilean@coastaccess.com,,47.01513,-124.165052,"Ocean Shores Food Bank","Located next to the Anchor Ave Thrift Store off Ocean Shores Blvd NW.",FALSE,
1079,551,,,,"No description",krosbaugh@live.com,,46.8379997,-123.2292951,"Oakville Food Bank","From State St turn down Harris St.  The food bank is located in the big building at the end of Harris St.",FALSE,
1080,552,,,,"No description",goldberg.mm@gmail.com,,46.4917299,-124.04857,"Ocean Park Food Bank","Located one block east of signal on Bay Avenues.",FALSE,
1081,553,,,,"No description",,,,,"*Main Site (AARP Tax-Aide - Mason)",blank,FALSE,
1082,553,,,,"No description",,,47.4416885,-122.8339878,"Belfair Timberland Library","Located off Highway 3 in Belfair between NE Byerly Dr and NE Rossel Rd.",FALSE,
1083,553,,,,"No description",,,47.2072338,-123.1344834,"Mason County Senior Center","Located at the Pavillion in Sentry Park behind Gillis Auto Center.",FALSE,
1084,553,,,,"No description",,,47.217017,-123.107227,"Shelton Timberland Regional Library","Located at the corner of W Alder St and N 7th St.",FALSE,
1085,553,,,,"No description",,,47.1216071,-123.0796574,"Squaxin Island Tribal Center","Take SE Old Olympic Highway to SE Klah Che Min Dr, take the first right.",FALSE,
1086,554,,,,"No description",,,,,"*Main Site (AARP Tax-Aide - Grays Harbor)",blank,FALSE,
1087,554,,,,"No description",,,46.9798898,-123.9035584,"Newrizons Federal Credit Union","From W Emerson Ave (Highway 109) turn south onto S Adams St, take the next right onto Firman Ave.",FALSE,
1088,554,,,,"No description",,,46.977191,-123.8871627,"Hoquiam Timberland Library","From Simpson Ave (Highway 101) turn onto 7th Street.  Located on the corner of 7th and K Streets.",FALSE,
1089,554,,,,"No description",,,46.9751509,-123.883688,"Channel Point Village",,FALSE,
1090,554,,,,"No description",,,46.975294,-123.817591,"Aberdeen Timberland Library","From W Wishkah Way (Highway 101) turn onto South I St.  Located on the corner of South I and E Market Streets.",FALSE,
1091,554,,,,"No description",,,47.054881,-123.266901,"McCleary Timberland Library","From W Simpson Ave (Highway 108) turn onto 4th St.",FALSE,
1092,554,,,,"No description",,,46.960824,-123.8066628,"South Shore Mall","Located in the South Shore Mall off Highway 105 in Aberdeen.  Enter the building through the east side middle doors and turn right.  Located in the old Waldens Bookstore, next to the jewlery store and across from GNC Nutrition.",FALSE,
1093,554,,,,"No description",,,46.9998081,-124.1605692,"Ocean Shores Library","From Ocean Shores Blvd turn east on Pacific Blvd.  Next turn left on Point Brown Ave NW, library located on the corner of Minard Ave NW.",FALSE,
1094,554,,,,"No description",,,47.2242292,-124.2089421,"North Beach Community Center","Located at North Beach Community Center near the intersection of SR109 and N Beach Rd.",FALSE,
1095,554,,,,"No description",,,47.3393065,-124.2863816,"Quinault Indian Nation","From Highway 109 turn on Aalis Dr.  Located near corner of Aalis and Kliolich Drives.  Enter the building and the receptionist will be able to direct you to the tax preparation office.",FALSE,
1096,555,,,,"No description",,,46.1728867,-123.8391172,"Astoria Senior Center","Take Highway 103 south to Highway 101.  Cross the Highway 101 Astoria - Megler Bridge onto Astoria US 30.  Follow Highway 101 S, turn left onto US 30 E/W Marine Dr (signs for Seaside).  At the traffic circle take the 2nd exit onto W Marine Dr.  Senior cen",FALSE,
1097,555,,,,"No description",,,46.6868184,-123.7309003,"Timberland Regional Library","From Highway 101 turn west on Duryea St.  Located on the corner of Duryea and 5th Streets.",FALSE,
1098,555,,,,"No description",,,,,"*Main Site (AARP Tax-Aide - Pacific)",blank,FALSE,
1099,555,,,,"No description",,,46.4875932,-124.0515197,"Ocean Park Timberland Library","From Ocean Beach Highway (Highway 103) turn west on 256th Place by Ocean Park School.",FALSE,
1100,555,,,,"No description",,,46.7216276,-124.0163648,"Shoalwater Bay Tribal Center","From Highway 105 take Tokeland Rd South (near the Shoalwater Bay Casino).  Follow to Shoalwater Bay Tribal Center.",FALSE,
1101,556,,,,"No description",scp@tss.net,,46.9756088,-123.8860619,"Grays Harbor/Pacific/Thurston Senior Companion Program","From Simpson Ave (Highway 101) turn right on 8th St.  Located on the corner of 8th and K Streets.",FALSE,
1102,557,,,,"No description",probonolawyers@gmail.com,,48.1200563,-123.4367773,"Northwest Justice Project - Clallam-Jefferson County Pro Bono Lawyers","Located in the Armory Square Mall.",FALSE,
1103,558,,,,"No description",annetteb@mtgmeds.org,,47.2247919,-123.1110547,"Mason/Thurston County Prescription Assistance Program","Meets with clients Fridays at Olympic Physicians.  Located off N 13th St, behind The Medicine Shoppe across from Mason General Hospital.",FALSE,
1104,559,,,,"No description",covecityoutreach@gmail.com,,47.2407032,-123.1010861,"Cove City Outreach","Located on Building 3 at the Mason Transit Authority Offices.",FALSE,
1105,560,,,,"No description",paws@pawsbainbridge.org,,47.8034667,-122.5047168,"Progressive Animal Welfare Society of Bainbridge Island and North Kitsap - Animal Welfare Center","Located off Highway 104 at the intersection with Lindvog Rd.",FALSE,
1106,560,,,,"No description",paws@pawsbainbridge.org,,47.6063227,-122.5471257,"Progressive Animal Welfare Society of Bainbridge Island","On the left as you enter Lynwood.",FALSE,
1107,561,,,,"No description",church@sequimtumc.org,,48.0797144,-123.0860791,"Trinity United Methodist Church","Located next to Carrie Blake Park on S Blake between E Cedar and E Washington Streets.",FALSE,
1108,562,,,,"No description",,,46.9769716,-123.8537639,"Adventists Community Services Center","Located in a building behind Seventh Day Adventists Church kitty-corner from the PUD building.",FALSE,
1109,563,,,,"No description",info@coastalcap.org,,46.676082,-123.7374092,"Coastal Community Action Program - Pacific","From Ocean Ave (Highway 101) turn onto Fowler St.  Turn left onto Jackson Ave.",FALSE,
1110,563,,,,"No description",,,46.3102775,-124.0433725,"Coastal Community Action Program - Pacific - Ilwaco","Located on 1st off Spruce St.",FALSE,
1111,564,,,,"No description",pt@pencol.edu,,48.1343182,-122.7648083,"Peninsula College - East Jefferson County","Follow the signs to Fort Worden State Park. Peninsula College is located in the School House across from the Fort Worden Commons.",FALSE,
1112,565,,,,"No description",,,47.6536234,-122.6897156,"Silverdale United Methodist Church","Located kitty-corner southeast of the Kitsap Mall along Silverdale Way.",FALSE,
1113,566,,,,"No description",walkinfaith119_77@yahoo.com,,47.5434135,-122.6290815,"Walk in Faith Ministries","In the same center as St. Vincent De Pauls store.",FALSE,
1114,567,,,,"No description",,,48.113693,-123.42264," The Answer for Youth","From Highway 101 (East 1st or East Front St) turn south on S Eunice St, then left onto E 2nd St.",FALSE,
1115,568,,,,"No description",CSimpleWorks@hotmail.com,,47.5624427,-122.6790938,"Kitsap Parent-Child Assistance Program","1 block down from Auto Center Way, entrance is on ""Katy Penman"".",FALSE,
1116,569,,,,"No description",,,46.9702926,-123.8217146,"Worksource - Grays Harbor","Located on W Heron St (Olympic Highway 101) between S Jefferson and S Michigan Streets.",FALSE,
1117,570,,,,"No description",,,46.3496271,-124.054848,"Worksource - Pacific - Long Beach","Co-located with the Department of Social and Health Services",FALSE,
1118,570,,,,"No description",,,46.6777052,-123.7408142,"Worksource - Pacific","Co-located with Grays Harbor College in Raymond.",FALSE,
1119,571,,,,"No description",,,47.5785541,-122.6944239,"Boy Scouts of America - Sinclair District","From Highway 3 turn south on the Austin Dr exit.  Drive through the park, the building is located near the intersection with Kitsap Way.",FALSE,
1120,572,,,,"No description",,,48.120776,-123.439947,"Morningside - Clallam","Located on the corner S Valley St and W 2nd St.",FALSE,
1121,573,,,,"No description",,,47.5697482,-122.6473207,"Boys and Girls Clubs of South Puget Sound - Kitsap - Bremerton","Located at Naval Avenue Elementary, in Portable 23",FALSE,
1122,573,,,,"No description",,,47.527369,-122.600029,"Boys and Girls Clubs of South Puget Sound - Kitsap - Orchard Heights Elementary","Located by the Village Green Golf course.  From Jackson Ave SE turn onto SE Tamarack Dr, then right onto Madrona Dr SE and follow around to Orchard Heights Elementary.  From Mile Hill Dr turn south onto Harrison Ave SE and follow onto Madrona Dr SE.",FALSE,
1123,573,,,,"No description",,,47.50577,-122.654188,"Boys and Girls Clubs of South Puget Sound - Kitsap - Sidney Glen Elementary","From Highway 16 turn west onto SW Sedgwick Rd.  Turn right onto Sidney Rd SW.  Sidney Glen located on the left after Glenwood Rd SW.",FALSE,
1124,573,,,,"No description",,,47.5899604,-122.6295299,"Boys and Girls Clubs of South Puget Sound - Kitsap - Bremerton Teen Center","Located off Wheaton Way (Highway 303) by the old Bremerton Junior High School between Sheridan Rd and Sylvan Way.",FALSE,
1125,574,,,,"No description",bi@positiveplace.org,,47.6382803,-122.5219551,"Boys and Girls Club of Bainbridge Island","From Highway 305 turn west onto NE High School Rd.  Take the roundabout north onto Madison Ave N.",FALSE,
1126,575,,,,"No description",director@ghbeyondsurvival.com,,46.9734394,-123.8155339,"Beyond Survival","From W Wishkah St (Highway 101) turn north onto South I St.",FALSE,
1127,576,,,,"No description",Info@MasonCountyLoveINC.org,,47.212742,-123.102249,"Love INC - Mason","Located on the corner of West Railroad Ave and North 3rd Street.",FALSE,
1128,577,,,,"No description",nmr@wavecable.com,,47.452939,-122.8268,"North Mason Resources","From Highway 3 turn onto State Route 300 (NE Old Belfair Highway) or NE Old Clifton Rd.  Located across from QFC Supermarket.",FALSE,
1129,578,,,,"No description",,,46.9748032,-123.8665003,"YMCA of Grays Harbor","Located on Simpson Ave near the corner of Ontario St.",FALSE,
1130,579,,,,"No description",thearc@arcgh.org,,46.972675,-123.82521,"Arc of Grays Harbor","Located on the corner of W 1st and N Michigan Streets.",FALSE,
1131,580,,,,"No description",,,46.6637556,-123.8051231,"Willapa Harbor Helping Hands","Located on Robert Bush Dr (Highway 101) in South Bend.",FALSE,
1132,581,,,,"No description",arf@silverlink.net,,47.5685263,-122.6397033,"Animal Rescue Families","No physical location",FALSE,
1133,582,,,,"No description",,,46.976528,-123.820064,"Northwest Justice Project - Grays Harbor","Located near the corner of N Broadway St and W 2nd Ave.",FALSE,
1134,583,,,,"No description",,,47.2120689,-123.1055162,"Mason County Emergency Communications","Call for more information.",FALSE,
1135,584,,,,"No description",,,46.8765217,-123.9260215,"Grays Harbor Communications","Call for more information.",FALSE,
1136,585,,,,"No description",,,47.565328,-122.649562,"Disabled American Veterans - Kitsap","Located in the white building on Burwell between Olympic and Bryan Avenues in the DAV Basement.",FALSE,
1137,586,,,,"No description",jennifer@passionatenutrition.com,,47.6483375,-122.5250783,"International Eating Disorder Institute","From Highway 305 take Sportsman Club Rd NE, then turn onto Coppertop Loop.",FALSE,
1138,586,,,,"No description",jennifer@passionatenutrition.com,,47.646431,-122.693412,"Passionate Nutrition and International Eating Disorder Institute - Silverdale","Located in Old Town Silverdale.",FALSE,
1139,587,,,,"No description",,,47.4573752,-122.8923001,"North Mason Coalition of Churches and Community","No physical location.",FALSE,
1140,587,,,,"No description",,,47.4402241,-122.8345655,"North Mason Coalition of Churches and Community - Theler Community Center","Located on State Route 3 near the south end of Belfair.",FALSE,
1141,587,,,,"No description",,,47.4447621,-122.8307564,"North Mason Coalition of Churches and Community - Belfair Community Baptist Church","Located south of Harrison Urgent Care on Highway 3 across from Pet Town.",FALSE,
1142,588,,,,"No description",sarah98584@gmail.com,,47.217017,-123.107227,"Family Alliance for Mental Health - Shelton Timberland Library","Meets at the Shelton Timberland Library on the corner of W Alder St and N 7th Streets.",FALSE,
1143,588,,,,"No description",familyallianceandreamarsh@gmail.com,,47.005259,-122.869142,"Family Alliance for Mental Health - Thurston","Located off Yelm Highway SE near Ward Lake Park.",FALSE,
1144,588,,,,"No description",familyalliancewashington@gmail.com,,47.0480734,-122.9934854,"Family Alliance for Mental Health - Shipwreck Cafe","Off Highway 101 at the Mud Bay exit.",FALSE,
1145,589,,,,"No description",patrick.steele@thecoffeeoasis.com,,47.5657666,-122.6313982,"Housing Solutions Center - Coffee Oasis - Bremerton","From Warren Avenue, turn east onto 4th Street. Parking will be on the right. Storefront is on Burwell Street, just east of Burwell and Warren.",FALSE,
1146,589,,,,"No description",housing@nkfishline.org,,47.7419618,-122.6600972,"Housing Solutions Center - North Kitsap Fishline","The new Fishline location is the old Poulsbo RV, opposite side of the street from the water. It is located on the corner of Viking Avenue and Liberty Lane.",FALSE,
1147,589,,,,"No description",hsc@kcr.org,,47.571982,-122.630917,"Housing Solutions Center","From Warren Ave turn east onto 11th Ave. Turn left onto Park Ave. Located on the left, near the intersection of Park and 12th Ave.",FALSE,
1148,589,,,,"No description",,,47.5206667,-122.6094186,"Housing Solutions Center - South Kitsap Community Service Center","Located near the corner of Jackson and Lund Avenues behind the AM/PM Mini Mart.",FALSE,
1149,590,,,,"No description",,,47.593261,-122.64096,"Cascades of Bremerton - The Willows","From Wheaton Way turn west onto Sylvan Way.  Turn left onto Pine Rd NE.",FALSE,
1150,591,,,,"No description",carjar82@gmail.com,,47.8223137,-122.8757199,"Peninsula Rehabilitation Services","Services are provided in home settings.",FALSE,
