id,location_id,program_id,accepted_payments,alternate_name,description,eligibility,email,fees,funding_sources,application_process,interpretation_services,keywords,languages,name,required_documents,service_areas,status,wait_time,website,taxonomy_ids
2379,1209,,,,"Files complaints against employers regarding the following violations:
-  Not following minimum wage rules
-  Not following overtime rules
-  Not following rules regarding breaks and schedules
Accepts most wage claims filed within 60 days of termination of employment. Services can be provided by mail or phone. 
Interpreter services are available upon request with one day notice.","
No restrictions.",,"
None.",,"
Call or visit office.",,,,"Wage Claims",,"Clallam,Jefferson",active,,http://www.lni.wa.gov/workplacerights,"D,DF,DF-8000,DF-8000.4500"
2380,1210,,,,"Pays out permanent partial disability awards based on legal statute and determined by degree of bodily impairment. 
Pension benefits are paid when the job injury results in a permanent inability to work at gainful employment. 
Most services can be provided by phone or mail. For more information, see website. 
Interpreter services are available upon request with one day notice.","
Workers injured on the job.",,"
None.",,"
Application must be obtained from hospital/doctor's office where treatment is first administered. 
Must be filed within one year from date of injury or within two years of knowledge of existence of occupational disease.",,,,"Disability Awards and Pensions",,"Grays Harbor,Pacific",active,,http://www.lni.wa.gov/claimsinsurance/default.asp,"N,NS,NS-1800,NS-1800.8100,NS-1800.8100-820"
2381,1210,,,,"Industrial insurance covers medical costs, including: 
-  Ambulance fees
-  Medical, osteopathic and chiropractic fees, 
-  Emergency room and inpatient hospital charges
-  X-rays
-  Prescribed drugs
-  Diagnostic tests
-  Eyeglasses (when broken in the course of an injury) 
-  Orthopedic appliances

Compensates workers a percentage of wages lost due to work-related injury. 
Injury must be certified by a doctor as prohibiting worker from returning to their job for a period longer than three days after injury date. 
Not eligible if employer continues to pay full wages.

Many services can be provided by phone or mail. For more information, see website. 
Interpreter services are available upon request with one day notice.","
No restrictions.",,"
None.",,"
Application must be obtained from hospital/doctor's office where treatment is first administered. 
Must be filed within one year from date of injury or within two years of knowledge of existence of occupational disease. 
Applicants who need medical ca",,,,"Medical Costs",,"Grays Harbor,Pacific",active,,http://www.lni.wa.gov/claimsinsurance/default.asp,"N,NS,NS-1800,NS-1800.9500"
2382,1210,,,,"Files complaints against employers regarding the following violations:
-  Not following minimum wage rules
-  Not following overtime rules
-  Not following rules regarding breaks and schedules
Accepts most wage claims filed within 60 days of termination of employment. Services can be provided by mail or phone. 
Interpreter services are available upon request with one day notice.","
No restrictions.",,"
None.",,"
Call or visit office.",,,,"Wage Claims",,"Grays Harbor,Pacific",active,,http://www.lni.wa.gov/workplacerights,"D,DF,DF-8000,DF-8000.4500"
2383,1216,,,,"Provides aquatic facilities which include a 25 yard pool, sauna, water slides, and tot pool.  Offers swimming classes throughout the year.","No restrictions.",mlemasters@biparks.org,"2 and under - Free
Youth (3-17) and Senior (60+)
 - 1 admit $5
 - Monthly Pass $40
 - 6-Month Pass $204, w/locker $267
 - 12-Month Pass $336, w/locker $447

Adult (18-59)
 - 1 admit $6
 - Monthly Pass $50
 - 6-Month Pass $255, w/locker $318
 - ",,"Call for more information.",,,,"Aquatic Center",,Kitsap,active,,http://www.biparks.org/parksandfacilities/ifaquaticscenter.html,"P,PL,PL-6400,PL-7000,PL-6400.7000,PL-6400.9000,PL-6400.7000-840,PL-6400.9000-030"
2384,1216,,,,"Offers a number of activities, clinics, and classes including: martial arts, tennis, volleyball, wrestling, fencing, jump rope, lacrosse, soccer, frisbee, youth leagues, running, cheer, camps, open gyms, pickelball, and exercise classes.","No restrictions.",mlemasters@biparks.org,"Varies based on program.",,"Call for more information.",,,,"Sports and Fitness",,Kitsap,active,,http://www.biparks.org/biparks_site/recreation/sports.htm,"L,P,LR,PL,LR-8400,PL-6400,PL-6600,PL-7000,LR-8400.0400,PL-6400.1500,PL-6600.1800,PL-6400.1500-800"
2385,1214,,,,"We maintain and operate more than 1000 acres of developed and undeveloped land on Bainbridge Island.  We also a wide variety of activities that thousands of residents participate in each year.  The Bainbridge Island Park and Recreation District offers a wide variety of classes and programs for people of all ages.","Bainbridge Island residents.",,"Call for more information.",,"Call for more information.",,,,"Parks, Recreation, and Facility Rentals",,Kitsap,active,,http://www.biparks.org,"P,T,PL,TC,PL-6400,TC-5500,PL-6400.6500,TC-5500.8000,PL-6400.6500-150"
2386,1218,,,,"We maintain and operate more than 1000 acres of developed and undeveloped land on Bainbridge Island.  We also a wide variety of activities that thousands of residents participate in each year.  The Bainbridge Island Park and Recreation District offers a wide variety of classes and programs for people of all ages.","Bainbridge Island residents.",sue@biparks.org,"Call for more information.",,"Call for more information.",,,,"Parks, Recreation, and Facility Rentals",,Kitsap,active,,http://www.biparks.org,"P,T,PL,TC,PL-6400,TC-5500,PL-6400.6500,TC-5500.8000,PL-6400.6500-150"
2387,1218,,,,"Offers a number of activities, clinics, and classes including: martial arts, tennis, volleyball, wrestling, fencing, jump rope, lacrosse, soccer, frisbee, youth leagues, running, cheer, camps, open gyms, pickelball, and exercise classes.","No restrictions.",sue@biparks.org,"Varies based on program.",,"Call for more information.",,,,"Sports and Fitness",,Kitsap,active,,http://www.biparks.org/biparks_site/recreation/sports.htm,"L,P,LR,PL,LR-8400,PL-6400,PL-6600,PL-7000,LR-8400.0400,PL-6400.1500,PL-6600.1800,PL-6400.1500-800"
2388,1212,,,,"We maintain and operate more than 1000 acres of developed and undeveloped land on Bainbridge Island.  We also a wide variety of activities that thousands of residents participate in each year.  The Bainbridge Island Park and Recreation District offers a wide variety of classes and programs for people of all ages.","Bainbridge Island residents.",,"Call for more information.",,"Call for more information.",,,,"Parks, Recreation, and Facility Rentals",,Kitsap,active,,http://www.biparks.org,"P,T,PL,TC,PL-6400,TC-5500,PL-6400.6500,TC-5500.8000,PL-6400.6500-150"
2389,1211,,,,"We maintain and operate more than 1000 acres of developed and undeveloped land on Bainbridge Island.  We also a wide variety of activities that thousands of residents participate in each year.  The Bainbridge Island Park and Recreation District offers a wide variety of classes and programs for people of all ages.","Bainbridge Island residents.",,"Call for more information.",,"Call for more information.",,,,"Parks, Recreation, and Facility Rentals",,Kitsap,active,,http://www.biparks.org,"P,T,PL,TC,PL-6400,TC-5500,PL-6400.6500,TC-5500.8000,PL-6400.6500-150"
2390,1211,,,,"Offers a number of activities, clinics, and classes including: martial arts, tennis, volleyball, wrestling, fencing, jump rope, lacrosse, soccer, frisbee, youth leagues, running, cheer, camps, open gyms, pickelball, and exercise classes.","No restrictions.",,"Varies based on program.",,"Call for more information.",,,,"Sports and Fitness",,Kitsap,active,,http://www.biparks.org/biparks_site/recreation/sports.htm,"L,P,LR,PL,LR-8400,PL-6400,PL-6600,PL-7000,LR-8400.0400,PL-6400.1500,PL-6600.1800,PL-6400.1500-800"
2391,1219,,,,"We maintain and operate more than 1000 acres of developed and undeveloped land on Bainbridge Island.  We also a wide variety of activities that thousands of residents participate in each year.  The Bainbridge Island Park and Recreation District offers a wide variety of classes and programs for people of all ages.","Bainbridge Island residents.",shannon@biparks.org,"Call for more information.",,"Call for more information.",,,,"Parks, Recreation, and Facility Rentals",,Kitsap,active,,http://www.biparks.org,"P,T,PL,TC,PL-6400,TC-5500,PL-6400.6500,TC-5500.8000,PL-6400.6500-150"
2392,1219,,,,"Offers programs to help you pre-school to teen find activities to help them learn, socialize, develop skills, and participate in trips and camps.","For youth pre-school aged to 18 years of age.",shannon@biparks.org,"Varies by program.",,"Call for more information.",,,,"Youth and Teen Enrichment",,Kitsap,active,,,"P,T,PL,PS,PX,TC,PL-6400,PS-9800,PX-7000,TC-5500,PL-6400.1500,PS-9800.9900,TC-5500.9800,PL-6400.1500-820"
2393,1215,,,,"We maintain and operate more than 1000 acres of developed and undeveloped land on Bainbridge Island.  We also a wide variety of activities that thousands of residents participate in each year.  The Bainbridge Island Park and Recreation District offers a wide variety of classes and programs for people of all ages.","Bainbridge Island residents.",,"Call for more information.",,"Call for more information.",,,,"Parks, Recreation, and Facility Rentals",,Kitsap,active,,http://www.biparks.org,"P,T,PL,TC,PL-6400,TC-5500,PL-6400.6500,TC-5500.8000,PL-6400.6500-150"
2394,1215,,,,"Offers a number of activities, clinics, and classes including: martial arts, tennis, volleyball, wrestling, fencing, jump rope, lacrosse, soccer, frisbee, youth leagues, running, cheer, camps, open gyms, pickelball, and exercise classes.","No restrictions.",,"Varies based on program.",,"Call for more information.",,,,"Sports and Fitness",,Kitsap,active,,http://www.biparks.org/biparks_site/recreation/sports.htm,"L,P,LR,PL,LR-8400,PL-6400,PL-6600,PL-7000,LR-8400.0400,PL-6400.1500,PL-6600.1800,PL-6400.1500-800"
2395,1213,,,,"Provides activities and recreation related programs for adults 50 years of age and older.  Includes special events, conferences, travel, volunteerism, and classes.","No restrictions.",mary@biparks.org,"Varies depending on program.",,"Call for more information.",,,,"50+ Activities",,Kitsap,active,,http://www.biparks.org/biparks_site/recreation/fiftyplus.htm,"P,T,PL,PX,TC,PL-7400,PX-0400,PX-0700,PX-7000,TC-5500,PL-7400.0500,TC-5500.8000"
2396,1213,,,,"Promote health and wellness for the whole person (body, mind and spirit) in ways that support community members as we grow older.","No restrictions.",mary@biparks.org,"There are fee-based and free classes and programs.
For $10 become a member and receive a newsletter.
",,"Call or walk in for more information.",,,,"Community Center",,Kitsap,active,,http://www.biparks.org/biparks_site/facilities/wpcc.htm,"P,T,PS,TC,PS-8000,TC-5500,PS-8000.6000,TC-5500.6000,TC-5500.8000"
2397,1213,,,,"We maintain and operate more than 1000 acres of developed and undeveloped land on Bainbridge Island.  We also a wide variety of activities that thousands of residents participate in each year.  The Bainbridge Island Park and Recreation District offers a wide variety of classes and programs for people of all ages.","Bainbridge Island residents.",mary@biparks.org,"Call for more information.",,"Call for more information.",,,,"Parks, Recreation, and Facility Rentals",,Kitsap,active,,http://www.biparks.org,"P,T,PL,TC,PL-6400,TC-5500,PL-6400.6500,TC-5500.8000,PL-6400.6500-150"
2398,1213,,,,"Offers a number of activities, clinics, and classes including: martial arts, tennis, volleyball, wrestling, fencing, jump rope, lacrosse, soccer, frisbee, youth leagues, running, cheer, camps, open gyms, pickelball, and exercise classes.","No restrictions.",mary@biparks.org,"Varies based on program.",,"Call for more information.",,,,"Sports and Fitness",,Kitsap,active,,http://www.biparks.org/biparks_site/recreation/sports.htm,"L,P,LR,PL,LR-8400,PL-6400,PL-6600,PL-7000,LR-8400.0400,PL-6400.1500,PL-6600.1800,PL-6400.1500-800"
2399,1220,,,,"Coordinates food donations and distributes food to food pantries in local areas.  Accepts food donations and offers volunteer opportunities.","No restrictions.",ga@coastalharvestwa.org,None.,,"Call for more information.",,,,Clearinghouse,,"Grays Harbor",active,,http://www.coastalharvestwa.org,"B,P,T,BD,PX,TI,BD-1875,PX-0400,PX-2400,TI-1800,BD-1875.2000,TI-1800.2000"
2400,1221,,,,"Offers a free mobile food bank from Coastal Harvest that is available on the 3rd Tuesday of the month for two hours at each location.  Walk-in during food bank hours to receive assistance.","No restrictions.",,None.,,"Must sign The Emergency Food Assistance Program (TEFAP) application to receive assistance.",,,,"Mobile Food Bank",,"Grays Harbor",active,,http://www.coastalharvestwa.org,"B,BD,BD-1800,BD-1800.2000"
2401,1222,,,,"Offers a free mobile food bank from Coastal Harvest that is available on the 3rd Tuesday of the month for two hours at each location.  Walk-in during food bank hours to receive assistance.","No restrictions.",,None.,,"Must sign The Emergency Food Assistance Program (TEFAP) application to receive assistance.",,,,"Mobile Food Bank",,"Grays Harbor",active,,http://www.coastalharvestwa.org,"B,BD,BD-1800,BD-1800.2000"
2402,1223,,,,"Offers a free barbecue lunch on Sundays, noon-2pm at Peninsula Behavioal Health.","No restrictions.",,None.,,"Walk in during meal hours.",,,,"BBQ Lunch",,Clallam,active,,http://www.coveringclallam.org,"B,BD,BD-5000,BD-5000.1500"
2403,1224,,,,"Offers EFAP (Emergency Food Assistance Program) food vouchers to tribal members in Washington.  Vouchers can be exchanged for food at grocery stores.","Must be a tribal member and declare a need for assistance.",Office@ChinookNation.org,None.,,"Call for more information.",,,,"Food Voucher Program",,"Wahkiakum,Pacific",active,,http://www.chinooknation.org/food_vouchers.html,"B,BD,BD-1800,BD-1800.2250"
2404,1240,,,,"Includes places the public can walk in to cool down.  Bring own food and water.  Residents can also go to local malls, movie theaters and libraries. Check with local Lowe's or Petsmart stores as a place to cool down pets.

Tips to stay cool for Kitsap Dept of Emergency Management

Set your thermostat to 78.  Go higher, if the humidity is low enough and you feel comfortable. Turning a thermostat down to cool a room quicker doesn't work, by the way -- it makes the a/c run longer, not colder. 

Wear short-sleeved, loose clothing.  You dress lightly to go out on a summer day. Do the same indoors. Absorbent, wickable cotton (organic, of course!) is the hot weather classic. 

Drink lots of water. This is good practice, anyway. Cold drinks drop your body's core temperature and cools you down quickly.

Add more wetness. Wear a wet rag on your neck, a bandanna on your head, a wet t-shirt. As the water evaporates it will help cool you more effectively. Water has an amazing ability to remove heat, why else do you think they use it to cool power plants.

Take a cool shower, but not a cold one. If you take a cold shower your body will react by shivering which is trying to keep you warm. If a shower is not practical, pans or buckets of water for hands and/or feet help a lot too.

Draw your drapes. Keeping you blinds, shades, and curtains closed -- particularly on the west side of the house -- helps keeps heat from getting inside in the first place.

Turn off unnecessary heat-producing devices. Incandescent light bulbs are a big heat generator. Shut down electronic gear when you're not using it. 

Use the microwave. Conventional cooking dumps heat in the house, but microwaves cook the food directly. 

Wash and dry clothes when the day is cool. Do laundry early in the day and late at night. Don't forget clotheslines: they generate no heat in the house. 

Skip your dishwasher's dry cycle. Rack your dishes and let them air dry, instead. 

Open the bathroom window when showering. Vent heat and humidity outside, rather than back into the house. Obviously, you don't want to put on a show for the neighbors. If you have privacy concerns, open up after dressing. Keep the bathroom door closed. 

Run your air conditioner fan on low, if it's settable. Particularly helpful in high humidity. the low air volume helps your a/c dehumidify. 

Keep heat-producers away from your thermostat. Don't allow a closely located TV or water heater to convince your thermostat that it's hotter than it really is.

Check your refrigerator settings. The fridge takes heat out of your food and transfers it to your kitchen, so be sure you're running efficiently. The refrigerator is best set between 37 and 40 degrees Fahrenheit. Put the freezer around five degrees. 

Close the fireplace damper. Don't send cool air up the chimney. If your fireplace has a glass door, shut it.","No restrictions.",,None.,,"Walk in duing business hours.",,,,"Cooling Center",,Kitsap,active,,http://www.piersystem.com/external/content/document/1082/2551142/1/Here%20is%20a%20Great%20List%20fo,"T,TH,TH-2600,TH-2600.1900,TH-2600.1900-180"
2405,1241,,,,"Includes places the public can walk in to cool down.  Bring own food and water.  Residents can also go to local malls, movie theaters and libraries. Check with local Lowe's or Petsmart stores as a place to cool down pets.

Tips to stay cool for Kitsap Dept of Emergency Management

Set your thermostat to 78.  Go higher, if the humidity is low enough and you feel comfortable. Turning a thermostat down to cool a room quicker doesn't work, by the way -- it makes the a/c run longer, not colder. 

Wear short-sleeved, loose clothing.  You dress lightly to go out on a summer day. Do the same indoors. Absorbent, wickable cotton (organic, of course!) is the hot weather classic. 

Drink lots of water. This is good practice, anyway. Cold drinks drop your body's core temperature and cools you down quickly.

Add more wetness. Wear a wet rag on your neck, a bandanna on your head, a wet t-shirt. As the water evaporates it will help cool you more effectively. Water has an amazing ability to remove heat, why else do you think they use it to cool power plants.

Take a cool shower, but not a cold one. If you take a cold shower your body will react by shivering which is trying to keep you warm. If a shower is not practical, pans or buckets of water for hands and/or feet help a lot too.

Draw your drapes. Keeping you blinds, shades, and curtains closed -- particularly on the west side of the house -- helps keeps heat from getting inside in the first place.

Turn off unnecessary heat-producing devices. Incandescent light bulbs are a big heat generator. Shut down electronic gear when you're not using it. 

Use the microwave. Conventional cooking dumps heat in the house, but microwaves cook the food directly. 

Wash and dry clothes when the day is cool. Do laundry early in the day and late at night. Don't forget clotheslines: they generate no heat in the house. 

Skip your dishwasher's dry cycle. Rack your dishes and let them air dry, instead. 

Open the bathroom window when showering. Vent heat and humidity outside, rather than back into the house. Obviously, you don't want to put on a show for the neighbors. If you have privacy concerns, open up after dressing. Keep the bathroom door closed. 

Run your air conditioner fan on low, if it's settable. Particularly helpful in high humidity. the low air volume helps your a/c dehumidify. 

Keep heat-producers away from your thermostat. Don't allow a closely located TV or water heater to convince your thermostat that it's hotter than it really is.

Check your refrigerator settings. The fridge takes heat out of your food and transfers it to your kitchen, so be sure you're running efficiently. The refrigerator is best set between 37 and 40 degrees Fahrenheit. Put the freezer around five degrees. 

Close the fireplace damper. Don't send cool air up the chimney. If your fireplace has a glass door, shut it.","No restrictions.",,None.,,"Walk in duing business hours.",,,,"Cooling Center",,Kitsap,active,,http://www.piersystem.com/external/content/document/1082/2551142/1/Here%20is%20a%20Great%20List%20fo,"T,TH,TH-2600,TH-2600.1900,TH-2600.1900-180"
2406,1242,,,,"Includes places the public can walk in to cool down.  Bring own food and water.  Residents can also go to local malls, movie theaters and libraries. Check with local Lowe's or Petsmart stores as a place to cool down pets.

Tips to stay cool for Kitsap Dept of Emergency Management

Set your thermostat to 78.  Go higher, if the humidity is low enough and you feel comfortable. Turning a thermostat down to cool a room quicker doesn't work, by the way -- it makes the a/c run longer, not colder. 

Wear short-sleeved, loose clothing.  You dress lightly to go out on a summer day. Do the same indoors. Absorbent, wickable cotton (organic, of course!) is the hot weather classic. 

Drink lots of water. This is good practice, anyway. Cold drinks drop your body's core temperature and cools you down quickly.

Add more wetness. Wear a wet rag on your neck, a bandanna on your head, a wet t-shirt. As the water evaporates it will help cool you more effectively. Water has an amazing ability to remove heat, why else do you think they use it to cool power plants.

Take a cool shower, but not a cold one. If you take a cold shower your body will react by shivering which is trying to keep you warm. If a shower is not practical, pans or buckets of water for hands and/or feet help a lot too.

Draw your drapes. Keeping you blinds, shades, and curtains closed -- particularly on the west side of the house -- helps keeps heat from getting inside in the first place.

Turn off unnecessary heat-producing devices. Incandescent light bulbs are a big heat generator. Shut down electronic gear when you're not using it. 

Use the microwave. Conventional cooking dumps heat in the house, but microwaves cook the food directly. 

Wash and dry clothes when the day is cool. Do laundry early in the day and late at night. Don't forget clotheslines: they generate no heat in the house. 

Skip your dishwasher's dry cycle. Rack your dishes and let them air dry, instead. 

Open the bathroom window when showering. Vent heat and humidity outside, rather than back into the house. Obviously, you don't want to put on a show for the neighbors. If you have privacy concerns, open up after dressing. Keep the bathroom door closed. 

Run your air conditioner fan on low, if it's settable. Particularly helpful in high humidity. the low air volume helps your a/c dehumidify. 

Keep heat-producers away from your thermostat. Don't allow a closely located TV or water heater to convince your thermostat that it's hotter than it really is.

Check your refrigerator settings. The fridge takes heat out of your food and transfers it to your kitchen, so be sure you're running efficiently. The refrigerator is best set between 37 and 40 degrees Fahrenheit. Put the freezer around five degrees. 

Close the fireplace damper. Don't send cool air up the chimney. If your fireplace has a glass door, shut it.","No restrictions.",,None.,,"Walk in duing business hours.",,,,"Cooling Center",,Kitsap,active,,http://www.piersystem.com/external/content/document/1082/2551142/1/Here%20is%20a%20Great%20List%20fo,"T,TH,TH-2600,TH-2600.1900,TH-2600.1900-180"
2407,1225,,,,"Includes places the public can walk in to cool down.  Bring own food and water.  Residents can also go to local malls, movie theaters and libraries. Check with local Lowe's or Petsmart stores as a place to cool down pets.

Tips to stay cool for Kitsap Dept of Emergency Management

Set your thermostat to 78.  Go higher, if the humidity is low enough and you feel comfortable. Turning a thermostat down to cool a room quicker doesn't work, by the way -- it makes the a/c run longer, not colder. 

Wear short-sleeved, loose clothing.  You dress lightly to go out on a summer day. Do the same indoors. Absorbent, wickable cotton (organic, of course!) is the hot weather classic. 

Drink lots of water. This is good practice, anyway. Cold drinks drop your body's core temperature and cools you down quickly.

Add more wetness. Wear a wet rag on your neck, a bandanna on your head, a wet t-shirt. As the water evaporates it will help cool you more effectively. Water has an amazing ability to remove heat, why else do you think they use it to cool power plants.

Take a cool shower, but not a cold one. If you take a cold shower your body will react by shivering which is trying to keep you warm. If a shower is not practical, pans or buckets of water for hands and/or feet help a lot too.

Draw your drapes. Keeping you blinds, shades, and curtains closed -- particularly on the west side of the house -- helps keeps heat from getting inside in the first place.

Turn off unnecessary heat-producing devices. Incandescent light bulbs are a big heat generator. Shut down electronic gear when you're not using it. 

Use the microwave. Conventional cooking dumps heat in the house, but microwaves cook the food directly. 

Wash and dry clothes when the day is cool. Do laundry early in the day and late at night. Don't forget clotheslines: they generate no heat in the house. 

Skip your dishwasher's dry cycle. Rack your dishes and let them air dry, instead. 

Open the bathroom window when showering. Vent heat and humidity outside, rather than back into the house. Obviously, you don't want to put on a show for the neighbors. If you have privacy concerns, open up after dressing. Keep the bathroom door closed. 

Run your air conditioner fan on low, if it's settable. Particularly helpful in high humidity. the low air volume helps your a/c dehumidify. 

Keep heat-producers away from your thermostat. Don't allow a closely located TV or water heater to convince your thermostat that it's hotter than it really is.

Check your refrigerator settings. The fridge takes heat out of your food and transfers it to your kitchen, so be sure you're running efficiently. The refrigerator is best set between 37 and 40 degrees Fahrenheit. Put the freezer around five degrees. 

Close the fireplace damper. Don't send cool air up the chimney. If your fireplace has a glass door, shut it.","No restrictions.",,None.,,"Walk in duing business hours.",,,,"Cooling Center",,Kitsap,active,,http://www.piersystem.com/external/content/document/1082/2551142/1/Here%20is%20a%20Great%20List%20fo,"T,TH,TH-2600,TH-2600.1900,TH-2600.1900-180"
2408,1234,,,,"Includes places the public can walk in to cool down.  Bring own food and water.  Residents can also go to local malls, movie theaters and libraries. Check with local Lowe's or Petsmart stores as a place to cool down pets.

Tips to stay cool for Kitsap Dept of Emergency Management

Set your thermostat to 78.  Go higher, if the humidity is low enough and you feel comfortable. Turning a thermostat down to cool a room quicker doesn't work, by the way -- it makes the a/c run longer, not colder. 

Wear short-sleeved, loose clothing.  You dress lightly to go out on a summer day. Do the same indoors. Absorbent, wickable cotton (organic, of course!) is the hot weather classic. 

Drink lots of water. This is good practice, anyway. Cold drinks drop your body's core temperature and cools you down quickly.

Add more wetness. Wear a wet rag on your neck, a bandanna on your head, a wet t-shirt. As the water evaporates it will help cool you more effectively. Water has an amazing ability to remove heat, why else do you think they use it to cool power plants.

Take a cool shower, but not a cold one. If you take a cold shower your body will react by shivering which is trying to keep you warm. If a shower is not practical, pans or buckets of water for hands and/or feet help a lot too.

Draw your drapes. Keeping you blinds, shades, and curtains closed -- particularly on the west side of the house -- helps keeps heat from getting inside in the first place.

Turn off unnecessary heat-producing devices. Incandescent light bulbs are a big heat generator. Shut down electronic gear when you're not using it. 

Use the microwave. Conventional cooking dumps heat in the house, but microwaves cook the food directly. 

Wash and dry clothes when the day is cool. Do laundry early in the day and late at night. Don't forget clotheslines: they generate no heat in the house. 

Skip your dishwasher's dry cycle. Rack your dishes and let them air dry, instead. 

Open the bathroom window when showering. Vent heat and humidity outside, rather than back into the house. Obviously, you don't want to put on a show for the neighbors. If you have privacy concerns, open up after dressing. Keep the bathroom door closed. 

Run your air conditioner fan on low, if it's settable. Particularly helpful in high humidity. the low air volume helps your a/c dehumidify. 

Keep heat-producers away from your thermostat. Don't allow a closely located TV or water heater to convince your thermostat that it's hotter than it really is.

Check your refrigerator settings. The fridge takes heat out of your food and transfers it to your kitchen, so be sure you're running efficiently. The refrigerator is best set between 37 and 40 degrees Fahrenheit. Put the freezer around five degrees. 

Close the fireplace damper. Don't send cool air up the chimney. If your fireplace has a glass door, shut it.","No restrictions.",,None.,,"Walk in duing business hours.",,,,"Cooling Center",,Kitsap,active,,http://www.piersystem.com/external/content/document/1082/2551142/1/Here%20is%20a%20Great%20List%20fo,"T,TH,TH-2600,TH-2600.1900,TH-2600.1900-180"
2409,1244,,,,"Includes places the public can walk in to cool down.  Bring own food and water.  Residents can also go to local malls, movie theaters and libraries. Check with local Lowe's or Petsmart stores as a place to cool down pets.

Tips to stay cool for Kitsap Dept of Emergency Management

Set your thermostat to 78.  Go higher, if the humidity is low enough and you feel comfortable. Turning a thermostat down to cool a room quicker doesn't work, by the way -- it makes the a/c run longer, not colder. 

Wear short-sleeved, loose clothing.  You dress lightly to go out on a summer day. Do the same indoors. Absorbent, wickable cotton (organic, of course!) is the hot weather classic. 

Drink lots of water. This is good practice, anyway. Cold drinks drop your body's core temperature and cools you down quickly.

Add more wetness. Wear a wet rag on your neck, a bandanna on your head, a wet t-shirt. As the water evaporates it will help cool you more effectively. Water has an amazing ability to remove heat, why else do you think they use it to cool power plants.

Take a cool shower, but not a cold one. If you take a cold shower your body will react by shivering which is trying to keep you warm. If a shower is not practical, pans or buckets of water for hands and/or feet help a lot too.

Draw your drapes. Keeping you blinds, shades, and curtains closed -- particularly on the west side of the house -- helps keeps heat from getting inside in the first place.

Turn off unnecessary heat-producing devices. Incandescent light bulbs are a big heat generator. Shut down electronic gear when you're not using it. 

Use the microwave. Conventional cooking dumps heat in the house, but microwaves cook the food directly. 

Wash and dry clothes when the day is cool. Do laundry early in the day and late at night. Don't forget clotheslines: they generate no heat in the house. 

Skip your dishwasher's dry cycle. Rack your dishes and let them air dry, instead. 

Open the bathroom window when showering. Vent heat and humidity outside, rather than back into the house. Obviously, you don't want to put on a show for the neighbors. If you have privacy concerns, open up after dressing. Keep the bathroom door closed. 

Run your air conditioner fan on low, if it's settable. Particularly helpful in high humidity. the low air volume helps your a/c dehumidify. 

Keep heat-producers away from your thermostat. Don't allow a closely located TV or water heater to convince your thermostat that it's hotter than it really is.

Check your refrigerator settings. The fridge takes heat out of your food and transfers it to your kitchen, so be sure you're running efficiently. The refrigerator is best set between 37 and 40 degrees Fahrenheit. Put the freezer around five degrees. 

Close the fireplace damper. Don't send cool air up the chimney. If your fireplace has a glass door, shut it.","No restrictions.",bilibrary@krl.org,None.,,"Walk in duing business hours.",,,,"Cooling Center",,Kitsap,active,,http://www.piersystem.com/external/content/document/1082/2551142/1/Here%20is%20a%20Great%20List%20fo,"T,TH,TH-2600,TH-2600.1900,TH-2600.1900-180"
